measure,metric,location,year,age,sex,val,lower,upper
DALYs (Disability-Adjusted Life Years),Number,Global,2009,85 to 89,Male,3189263.3404206294,3120162.4003845,3239238.436482841
DALYs (Disability-Adjusted Life Years),Number,Global,2009,90 to 94,Both,3009153.6151011894,2957369.5045629274,3054952.7814241596
DALYs (Disability-Adjusted Life Years),Number,Global,2009,90 to 94,Female,1988178.9417978413,1960871.1666462217,2025205.1584574683
DALYs (Disability-Adjusted Life Years),Number,Global,2009,90 to 94,Male,969602.0783517803,949858.6484370319,990592.8575313154
DALYs (Disability-Adjusted Life Years),Number,Global,2010,25 to 29,Both,45137860.68452473,44302885.12818276,46160634.83276486
DALYs (Disability-Adjusted Life Years),Number,Global,2010,25 to 29,Female,18942961.27285102,18510065.975394223,19371459.308425583
DALYs (Disability-Adjusted Life Years),Number,Global,2010,25 to 29,Male,26262664.132892508,25858168.308340915,26587746.77008625
DALYs (Disability-Adjusted Life Years),Number,Global,2010,30 to 34,Both,50564479.67765885,49328100.24164057,51631479.316624984
DALYs (Disability-Adjusted Life Years),Number,Global,2010,30 to 34,Female,21762018.681968607,21418454.783592172,22235326.420226015
DALYs (Disability-Adjusted Life Years),Number,Global,2010,30 to 34,Male,28633904.40408386,28076424.391978852,29266492.29216773
DALYs (Disability-Adjusted Life Years),Number,Global,2010,35 to 39,Both,57640865.24088005,56588325.97959441,58867863.42289759
DALYs (Disability-Adjusted Life Years),Number,Global,2010,35 to 39,Female,25485917.601174273,24887035.159793343,25928868.919900876
DALYs (Disability-Adjusted Life Years),Number,Global,2010,35 to 39,Male,32484581.604425572,31981512.900039144,33260293.861879185
DALYs (Disability-Adjusted Life Years),Number,Global,2010,40 to 44,Both,62672485.11086047,61573365.84739646,63793759.3901713
DALYs (Disability-Adjusted Life Years),Number,Global,2010,40 to 44,Female,28081981.957352467,27513159.096264146,28541581.928594917
DALYs (Disability-Adjusted Life Years),Number,Global,2010,40 to 44,Male,34650085.9184423,34017602.508590184,35879848.29340995
DALYs (Disability-Adjusted Life Years),Number,Global,2010,45 to 49,Both,62711372.690775305,61627211.31645852,63703686.3335399
DALYs (Disability-Adjusted Life Years),Number,Global,2010,45 to 49,Female,28388605.279670615,28015219.38634496,28803778.138290804
DALYs (Disability-Adjusted Life Years),Number,Global,2010,45 to 49,Male,34221744.16180087,33593893.969092846,34811172.28646425
DALYs (Disability-Adjusted Life Years),Number,Global,2010,50 to 54,Both,58373614.63084953,57278357.077813864,59565202.54730254
DALYs (Disability-Adjusted Life Years),Number,Global,2010,50 to 54,Female,26825761.541969325,26182446.326341443,27275059.051344745
DALYs (Disability-Adjusted Life Years),Number,Global,2010,50 to 54,Male,31443361.588217825,30801702.53468617,32035701.96899459
DALYs (Disability-Adjusted Life Years),Number,Global,2010,55 to 59,Both,56712669.469900765,55221690.29009563,57526581.37130357
DALYs (Disability-Adjusted Life Years),Number,Global,2010,55 to 59,Female,26689570.57358992,26152936.525224213,27195280.21083762
DALYs (Disability-Adjusted Life Years),Number,Global,2010,55 to 59,Male,30082203.560064927,29454044.199823923,30545561.021572225
DALYs (Disability-Adjusted Life Years),Number,Global,2010,60 to 64,Both,49276940.808297545,48104204.5189911,50408320.74846562
DALYs (Disability-Adjusted Life Years),Number,Global,2010,60 to 64,Female,23430118.91103313,23014994.81430067,23939353.986564785
DALYs (Disability-Adjusted Life Years),Number,Global,2010,60 to 64,Male,25761024.339958645,25425115.09560309,26147551.80130142
DALYs (Disability-Adjusted Life Years),Number,Global,2010,65 to 69,Both,40006993.25650162,39443767.06450527,40575306.03724471
DALYs (Disability-Adjusted Life Years),Number,Global,2010,65 to 69,Female,19430811.441608194,19211538.271271862,19754205.031493463
DALYs (Disability-Adjusted Life Years),Number,Global,2010,65 to 69,Male,20446414.55352378,19995466.6944392,20845733.03750883
DALYs (Disability-Adjusted Life Years),Number,Global,2010,70 to 74,Both,35166612.65365241,34598676.22262379,35706185.74400702
DALYs (Disability-Adjusted Life Years),Number,Global,2010,70 to 74,Female,17819793.987607494,17542181.398025982,18064081.686130486
DALYs (Disability-Adjusted Life Years),Number,Global,2010,70 to 74,Male,17136691.691711955,16757067.884265449,17441384.997234374
DALYs (Disability-Adjusted Life Years),Number,Global,2010,75 to 79,Both,26941564.237961907,26473982.76781099,27486552.566180356
DALYs (Disability-Adjusted Life Years),Number,Global,2010,75 to 79,Female,14179918.977568144,13930572.84549721,14417334.239689605
DALYs (Disability-Adjusted Life Years),Number,Global,2010,75 to 79,Male,12575727.334803207,12436242.414997349,12823527.268379796
DALYs (Disability-Adjusted Life Years),Number,Global,2010,80 to 84,Both,17900730.106458955,17450219.228589535,18217871.468396686
DALYs (Disability-Adjusted Life Years),Number,Global,2010,80 to 84,Female,10136274.265546592,9986158.83042416,10249639.29360159
DALYs (Disability-Adjusted Life Years),Number,Global,2010,80 to 84,Male,7652129.16916546,7473931.839798728,7817583.259450152
DALYs (Disability-Adjusted Life Years),Number,Global,2010,85 to 89,Both,9121756.762783768,8960850.181729324,9238882.581794998
DALYs (Disability-Adjusted Life Years),Number,Global,2010,85 to 89,Female,5650423.308388936,5575672.531119073,5765562.505519848
DALYs (Disability-Adjusted Life Years),Number,Global,2010,85 to 89,Male,3358860.020124084,3299506.175488865,3421355.004955058
DALYs (Disability-Adjusted Life Years),Number,Global,2010,90 to 94,Both,3191918.444318012,3119981.369504843,3245017.44933074
DALYs (Disability-Adjusted Life Years),Number,Global,2010,90 to 94,Female,2111374.8229795354,2067633.8940381638,2151027.6557349735
DALYs (Disability-Adjusted Life Years),Number,Global,2010,90 to 94,Male,1028888.9892123217,1004771.1943414601,1046136.6352425112
DALYs (Disability-Adjusted Life Years),Number,Global,2011,25 to 29,Both,45768111.69539328,45127675.142277546,46602812.789263934
DALYs (Disability-Adjusted Life Years),Number,Global,2011,25 to 29,Female,19130271.732589576,18859400.4212964,19484739.91619811
DALYs (Disability-Adjusted Life Years),Number,Global,2011,25 to 29,Male,26660884.897968505,26199305.48114819,27326562.23503595
DALYs (Disability-Adjusted Life Years),Number,Global,2011,30 to 34,Both,50832798.35555777,49954518.42176552,51852737.95589557
DALYs (Disability-Adjusted Life Years),Number,Global,2011,30 to 34,Female,21835156.137331083,21352411.531663828,22384230.15789178
DALYs (Disability-Adjusted Life Years),Number,Global,2011,30 to 34,Male,28831978.488384612,28261944.38271232,29419749.073331706
DALYs (Disability-Adjusted Life Years),Number,Global,2011,35 to 39,Both,57542817.43867546,56178089.91567466,58742055.18979883
DALYs (Disability-Adjusted Life Years),Number,Global,2011,35 to 39,Female,25395999.888167642,24971869.030632168,26034476.137971085
DALYs (Disability-Adjusted Life Years),Number,Global,2011,35 to 39,Male,32370308.607189003,31817203.362782955,33174937.425647184
DALYs (Disability-Adjusted Life Years),Number,Global,2011,40 to 44,Both,62770747.334470175,61963803.287213385,63597299.15619184
DALYs (Disability-Adjusted Life Years),Number,Global,2011,40 to 44,Female,28133964.920978535,27793958.176816758,28508823.11476048
DALYs (Disability-Adjusted Life Years),Number,Global,2011,40 to 44,Male,35005648.830710344,34332289.85522422,35821943.78374541
DALYs (Disability-Adjusted Life Years),Number,Global,2011,45 to 49,Both,64335354.289855264,63114993.00139593,65360961.989340916
DALYs (Disability-Adjusted Life Years),Number,Global,2011,45 to 49,Female,29232769.205100574,28681085.002071384,29813124.374168985
DALYs (Disability-Adjusted Life Years),Number,Global,2011,45 to 49,Male,35310542.884688646,34719896.860885285,35716414.87864164
DALYs (Disability-Adjusted Life Years),Number,Global,2011,50 to 54,Both,58807147.67962391,57471076.37065482,59874917.29128033
DALYs (Disability-Adjusted Life Years),Number,Global,2011,50 to 54,Female,27185989.467681397,26650782.79996171,27629669.43611981
DALYs (Disability-Adjusted Life Years),Number,Global,2011,50 to 54,Male,31682904.835884955,31071232.27695765,32282378.144099157
DALYs (Disability-Adjusted Life Years),Number,Global,2011,55 to 59,Both,58157291.917297155,57008761.968086824,59115839.31285341
DALYs (Disability-Adjusted Life Years),Number,Global,2011,55 to 59,Female,27289589.85542733,26931796.864113085,27849752.72949966
DALYs (Disability-Adjusted Life Years),Number,Global,2011,55 to 59,Male,30700681.306719836,30187454.034490544,31326822.680531595
DALYs (Disability-Adjusted Life Years),Number,Global,2011,60 to 64,Both,51586984.40526791,50856914.16512209,52508084.49191333
DALYs (Disability-Adjusted Life Years),Number,Global,2011,60 to 64,Female,24634388.489095587,24275130.21955941,25163578.00134461
DALYs (Disability-Adjusted Life Years),Number,Global,2011,60 to 64,Male,26867204.966555588,26383378.80512847,27354259.74238806
DALYs (Disability-Adjusted Life Years),Number,Global,2011,65 to 69,Both,40585138.25235235,39887095.64499754,41163695.97400917
DALYs (Disability-Adjusted Life Years),Number,Global,2011,65 to 69,Female,19763949.20641114,19280914.81600569,20055238.291630473
DALYs (Disability-Adjusted Life Years),Number,Global,2011,65 to 69,Male,20774226.061150305,20343810.1459902,21123354.624315947
DALYs (Disability-Adjusted Life Years),Number,Global,2011,70 to 74,Both,35822281.53432353,35037101.90979517,36426477.49779694
DALYs (Disability-Adjusted Life Years),Number,Global,2011,70 to 74,Female,18170610.833732095,17779969.563680828,18544431.430981264
DALYs (Disability-Adjusted Life Years),Number,Global,2011,70 to 74,Male,17461888.863046367,17073714.408695817,17804488.487614863
DALYs (Disability-Adjusted Life Years),Number,Global,2011,75 to 79,Both,27582128.43667499,27112552.866195567,28049000.179027453
DALYs (Disability-Adjusted Life Years),Number,Global,2011,75 to 79,Female,14578053.485130917,14342658.94568238,14842339.55998363
DALYs (Disability-Adjusted Life Years),Number,Global,2011,75 to 79,Male,12895923.856576875,12709944.118902538,13154591.05671823
DALYs (Disability-Adjusted Life Years),Number,Global,2011,80 to 84,Both,18466866.524020433,18114315.170818444,18867297.13456773
DALYs (Disability-Adjusted Life Years),Number,Global,2011,80 to 84,Female,10385537.366900006,10188153.891269984,10587243.64098069
DALYs (Disability-Adjusted Life Years),Number,Global,2011,80 to 84,Male,7958492.723099736,7772433.019715719,8123079.565625344
DALYs (Disability-Adjusted Life Years),Number,Global,2011,85 to 89,Both,9530809.630191837,9335239.261848204,9683303.168732503
DALYs (Disability-Adjusted Life Years),Number,Global,2011,85 to 89,Female,5869540.157397668,5736260.835672785,5988315.829990786
DALYs (Disability-Adjusted Life Years),Number,Global,2011,85 to 89,Male,3520654.4938883116,3463572.9236701797,3578620.582259666
DALYs (Disability-Adjusted Life Years),Number,Global,2011,90 to 94,Both,3424703.7211587992,3359332.7640087707,3501620.1046642847
DALYs (Disability-Adjusted Life Years),Number,Global,2011,90 to 94,Female,2260224.3552219,2222081.0013772435,2313837.052354677
DALYs (Disability-Adjusted Life Years),Number,Global,2011,90 to 94,Male,1107693.3971797086,1087003.8746684063,1127308.1756028445
DALYs (Disability-Adjusted Life Years),Number,Global,2012,25 to 29,Both,46516654.73341487,45568992.926491044,47575131.76850912
DALYs (Disability-Adjusted Life Years),Number,Global,2012,25 to 29,Female,19318472.92912789,18893270.37635421,19708704.711799476
DALYs (Disability-Adjusted Life Years),Number,Global,2012,25 to 29,Male,27125396.602908004,26722230.04231701,27455264.782770224
DALYs (Disability-Adjusted Life Years),Number,Global,2012,30 to 34,Both,50883410.60273607,50098612.68793635,52057840.66123657
DALYs (Disability-Adjusted Life Years),Number,Global,2012,30 to 34,Female,21956850.52806002,21511953.947779484,22453219.584193155
DALYs (Disability-Adjusted Life Years),Number,Global,2012,30 to 34,Male,29154548.032329265,28816021.356599733,29428453.757272847
DALYs (Disability-Adjusted Life Years),Number,Global,2012,35 to 39,Both,57357421.367169745,56322984.46023062,58429491.94386454
DALYs (Disability-Adjusted Life Years),Number,Global,2012,35 to 39,Female,25393328.152088072,24926475.36740996,25911143.515586652
DALYs (Disability-Adjusted Life Years),Number,Global,2012,35 to 39,Male,32163662.952574193,31641678.390473142,32732966.143883694
DALYs (Disability-Adjusted Life Years),Number,Global,2012,40 to 44,Both,63511700.79824362,62122927.09597772,64670835.45732197
DALYs (Disability-Adjusted Life Years),Number,Global,2012,40 to 44,Female,28373631.683292206,27767812.68455285,29041279.403898247
DALYs (Disability-Adjusted Life Years),Number,Global,2012,40 to 44,Male,35259405.00710246,34419536.93147827,36075401.97340401
DALYs (Disability-Adjusted Life Years),Number,Global,2012,45 to 49,Both,65703470.85207803,64367846.11625193,67395814.6275195
DALYs (Disability-Adjusted Life Years),Number,Global,2012,45 to 49,Female,29791450.45936945,28963238.52981244,30326833.985278033
DALYs (Disability-Adjusted Life Years),Number,Global,2012,45 to 49,Male,35881582.284113504,35396827.859399736,36528281.46501124
DALYs (Disability-Adjusted Life Years),Number,Global,2012,50 to 54,Both,60020684.10060226,58640522.67761889,61287436.890790425
DALYs (Disability-Adjusted Life Years),Number,Global,2012,50 to 54,Female,27790070.66406914,27281405.106654253,28401430.65286634
DALYs (Disability-Adjusted Life Years),Number,Global,2012,50 to 54,Male,32459991.209266257,31675197.52594407,33227934.919939395
DALYs (Disability-Adjusted Life Years),Number,Global,2012,55 to 59,Both,59350218.06157056,58194755.796052754,60997472.498750865
DALYs (Disability-Adjusted Life Years),Number,Global,2012,55 to 59,Female,27917398.906365283,27347141.374060273,28488954.15603859
DALYs (Disability-Adjusted Life Years),Number,Global,2012,55 to 59,Male,31345557.332893893,30810189.3928124,31954349.24013414
DALYs (Disability-Adjusted Life Years),Number,Global,2012,60 to 64,Both,53266907.86586856,52368782.93019758,54138929.89168215
DALYs (Disability-Adjusted Life Years),Number,Global,2012,60 to 64,Female,25527819.49733461,25058663.949689113,25901633.150084317
DALYs (Disability-Adjusted Life Years),Number,Global,2012,60 to 64,Male,27768448.999570783,27339414.686064467,28397923.71989175
DALYs (Disability-Adjusted Life Years),Number,Global,2012,65 to 69,Both,42395726.815590665,41498001.14555067,43085175.00249245
DALYs (Disability-Adjusted Life Years),Number,Global,2012,65 to 69,Female,20541694.977924936,20197029.844452232,20887655.03058891
DALYs (Disability-Adjusted Life Years),Number,Global,2012,65 to 69,Male,21610442.27027217,21320448.919739515,21977666.25515032
DALYs (Disability-Adjusted Life Years),Number,Global,2012,70 to 74,Both,36031110.55665134,35225962.334854744,36701457.63242604
DALYs (Disability-Adjusted Life Years),Number,Global,2012,70 to 74,Female,18327847.008678842,18048479.217829302,18627155.85224826
DALYs (Disability-Adjusted Life Years),Number,Global,2012,70 to 74,Male,17704875.678718552,17405322.721043047,18081676.186351668
DALYs (Disability-Adjusted Life Years),Number,Global,2012,75 to 79,Both,28453648.30539032,28012400.59153332,28990783.96562849
DALYs (Disability-Adjusted Life Years),Number,Global,2012,75 to 79,Female,14932783.065963846,14722016.452560581,15162285.455447588
DALYs (Disability-Adjusted Life Years),Number,Global,2012,75 to 79,Male,13211778.836052276,12924021.02388766,13379091.036654633
DALYs (Disability-Adjusted Life Years),Number,Global,2012,80 to 84,Both,18922120.701829884,18649477.17714127,19166615.59348624
DALYs (Disability-Adjusted Life Years),Number,Global,2012,80 to 84,Female,10688663.418011997,10440898.431512443,10956312.780696545
DALYs (Disability-Adjusted Life Years),Number,Global,2012,80 to 84,Male,8164977.290480881,7972627.623110862,8307327.492557997
