measure,metric,location,year,age,sex,category,val,lower,upper
DALYs (Disability-Adjusted Life Years),Number,Japan,2005,70 to 74,Female,Cardiovascular diseases,473631.7060592345,464296.0241821734,485760.9097827812
DALYs (Disability-Adjusted Life Years),Number,Japan,2005,70 to 74,Male,Cardiovascular diseases,444867.12109581224,434134.94361376646,457525.121977926
DALYs (Disability-Adjusted Life Years),Number,Japan,2005,75 to 79,Both,Cardiovascular diseases,780671.7273435931,761812.9506651085,803304.3694134388
DALYs (Disability-Adjusted Life Years),Number,Japan,2005,75 to 79,Female,Cardiovascular diseases,426239.8373176451,415991.06674132484,434465.2429266642
DALYs (Disability-Adjusted Life Years),Number,Japan,2005,75 to 79,Male,Cardiovascular diseases,350112.60279098083,339950.9314133923,359574.6287508768
DALYs (Disability-Adjusted Life Years),Number,Japan,2005,80 to 84,Both,Cardiovascular diseases,540612.7212515945,524212.2977123454,551631.3891167799
DALYs (Disability-Adjusted Life Years),Number,Japan,2005,80 to 84,Female,Cardiovascular diseases,332380.7882742426,323317.8383117025,340342.65561394603
DALYs (Disability-Adjusted Life Years),Number,Japan,2005,80 to 84,Male,Cardiovascular diseases,202261.15795325226,198351.2175398046,205476.9014865363
DALYs (Disability-Adjusted Life Years),Number,Japan,2005,85 to 89,Both,Cardiovascular diseases,310121.5228314147,304277.96886167885,316018.674530177
DALYs (Disability-Adjusted Life Years),Number,Japan,2005,85 to 89,Female,Cardiovascular diseases,206215.19235568968,198363.90629143483,211427.09715962133
DALYs (Disability-Adjusted Life Years),Number,Japan,2005,85 to 89,Male,Cardiovascular diseases,97683.14943712237,95741.73407930374,100543.84247869099
DALYs (Disability-Adjusted Life Years),Number,Japan,2005,90 to 94,Both,Cardiovascular diseases,150896.6410666232,148252.9347099812,154858.74250386993
DALYs (Disability-Adjusted Life Years),Number,Japan,2005,90 to 94,Female,Cardiovascular diseases,108815.42088629259,106079.97524569614,111054.22836749046
DALYs (Disability-Adjusted Life Years),Number,Japan,2005,90 to 94,Male,Cardiovascular diseases,39625.602672211295,38689.156399922926,40576.25783141552
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,25 to 29,Both,Cardiovascular diseases,365255.8307074226,356189.7581742762,371841.39678496943
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,25 to 29,Female,Cardiovascular diseases,152939.36603991623,148494.98211013753,157812.80089946688
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,25 to 29,Male,Cardiovascular diseases,213512.75597235237,208959.76929537632,216834.57884723705
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,30 to 34,Both,Cardiovascular diseases,541663.2584013934,530940.4919096902,552082.5628709579
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,30 to 34,Female,Cardiovascular diseases,233468.74697815292,227934.4126244984,237469.71175450293
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,30 to 34,Male,Cardiovascular diseases,308233.71733134426,301359.76422234485,313665.253051349
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,35 to 39,Both,Cardiovascular diseases,616846.7813050393,599264.8553255476,636044.6204790359
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,35 to 39,Female,Cardiovascular diseases,273612.03732038767,263155.34610675985,282413.36633209256
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,35 to 39,Male,Cardiovascular diseases,344529.9491245094,335941.81803121883,354134.61023350724
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,40 to 44,Both,Cardiovascular diseases,615830.5175572018,592839.359727504,628575.7219991437
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,40 to 44,Female,Cardiovascular diseases,277356.3454570527,269830.6143448992,284322.12199304334
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,40 to 44,Male,Cardiovascular diseases,336897.6061407599,331466.4610604569,347808.4973685801
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,45 to 49,Both,Cardiovascular diseases,673151.5734715437,656270.6391412562,692594.3429512426
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,45 to 49,Female,Cardiovascular diseases,306893.3173810517,300578.75210525567,314734.5007366759
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,45 to 49,Male,Cardiovascular diseases,361748.96658581396,351325.5282058355,372810.2749397608
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,50 to 54,Both,Cardiovascular diseases,823496.331708757,796305.6224882368,839082.7121575233
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,50 to 54,Female,Cardiovascular diseases,382401.39786137,372911.35144695884,393978.3097446447
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,50 to 54,Male,Cardiovascular diseases,440085.7852001139,428605.34713039035,452444.1062299014
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,55 to 59,Both,Cardiovascular diseases,1159099.6260341322,1134501.1899636746,1185760.1706656094
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,55 to 59,Female,Cardiovascular diseases,549536.3292064815,535958.4238322999,562374.7686951624
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,55 to 59,Male,Cardiovascular diseases,610361.3654082929,594167.9647178394,621111.9680625135
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,60 to 64,Both,Cardiovascular diseases,951795.835852273,919214.0973140243,977778.1434923814
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,60 to 64,Female,Cardiovascular diseases,461042.27403867187,450079.45923029573,470972.4578578022
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,60 to 64,Male,Cardiovascular diseases,492644.2876763294,481329.78283738066,506703.1322593163
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,65 to 69,Both,Cardiovascular diseases,973624.9971935491,950801.595187045,1000852.9349008265
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,65 to 69,Female,Cardiovascular diseases,479175.3885634183,462736.17255617736,491205.869827563
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,65 to 69,Male,Cardiovascular diseases,489625.4713620372,475990.2149487073,498940.2983353633
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,70 to 74,Both,Cardiovascular diseases,945493.2954066737,916830.4654719334,969469.7177899072
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,70 to 74,Female,Cardiovascular diseases,484295.81790735596,473041.24155618646,503710.0785947832
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,70 to 74,Male,Cardiovascular diseases,452824.17946598784,440213.453533508,465944.1258071601
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,75 to 79,Both,Cardiovascular diseases,805377.8315144937,784199.2838864507,828988.0917468469
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,75 to 79,Female,Cardiovascular diseases,433507.0472794027,419587.01501588774,447929.27278836165
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,75 to 79,Male,Cardiovascular diseases,362162.38366246724,351622.1639489853,371880.973665855
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,80 to 84,Both,Cardiovascular diseases,574891.7626483283,561662.5745870518,588675.3441815788
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,80 to 84,Female,Cardiovascular diseases,350252.64963926486,341611.4670055894,359506.30030808336
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,80 to 84,Male,Cardiovascular diseases,223240.92266857103,217661.2213564532,228177.80635220584
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,85 to 89,Both,Cardiovascular diseases,327136.75600557914,320663.2335569611,333786.8633275612
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,85 to 89,Female,Cardiovascular diseases,218266.69669762824,211939.0526998493,224853.03915388233
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,85 to 89,Male,Cardiovascular diseases,100778.20262030986,97438.96046421514,103330.88124453103
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,90 to 94,Both,Cardiovascular diseases,157326.78677720757,152589.2024073063,159739.71029878207
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,90 to 94,Female,Cardiovascular diseases,113321.93642847362,110593.8865137531,115850.40450517347
DALYs (Disability-Adjusted Life Years),Number,Japan,2006,90 to 94,Male,Cardiovascular diseases,41498.87546505438,40678.462405567756,42698.92583848811
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,25 to 29,Both,Cardiovascular diseases,349325.2199866962,342287.53188960056,357944.35977949185
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,25 to 29,Female,Cardiovascular diseases,146697.10562305158,142381.06808819502,150647.2155946971
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,25 to 29,Male,Cardiovascular diseases,204406.52918606382,200114.13867768395,209849.84272982858
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,30 to 34,Both,Cardiovascular diseases,521053.17962884146,507172.8354674829,533131.3886700075
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,30 to 34,Female,Cardiovascular diseases,227861.44061139328,222938.87799545075,233796.16309145954
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,30 to 34,Male,Cardiovascular diseases,298677.32250606595,288723.71951847617,305698.3435065369
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,35 to 39,Both,Cardiovascular diseases,629048.3927075084,612520.1107582034,645174.716081442
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,35 to 39,Female,Cardiovascular diseases,276926.1380490254,272050.8808456466,281716.93853291334
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,35 to 39,Male,Cardiovascular diseases,348363.2065336256,339521.31840791495,358456.8282229488
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,40 to 44,Both,Cardiovascular diseases,632617.8189845395,618840.7293776429,646364.1317039374
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,40 to 44,Female,Cardiovascular diseases,285262.6457603228,278346.9362626022,291842.88831306424
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,40 to 44,Male,Cardiovascular diseases,345626.73967215995,336141.6254991393,354642.075127774
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,45 to 49,Both,Cardiovascular diseases,668995.4756961556,643031.27926534,694556.1859006581
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,45 to 49,Female,Cardiovascular diseases,309567.5634709396,299037.76284364524,317628.2668658567
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,45 to 49,Male,Cardiovascular diseases,363251.7940548571,356630.11897457734,373142.00276041904
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,50 to 54,Both,Cardiovascular diseases,781690.2876432003,756083.5517253848,811499.328973395
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,50 to 54,Female,Cardiovascular diseases,365225.3363398658,357962.9803785288,373423.80234438303
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,50 to 54,Male,Cardiovascular diseases,417106.47896026616,406697.50671170675,425451.81624435424
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,55 to 59,Both,Cardiovascular diseases,1115740.9988050573,1078275.3858655787,1149785.9693456052
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,55 to 59,Female,Cardiovascular diseases,528085.2029358135,516511.5913169678,542265.1683619663
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,55 to 59,Male,Cardiovascular diseases,588625.1863868693,569223.0213472154,603514.6799741045
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,60 to 64,Both,Cardiovascular diseases,991950.7447609173,960550.8569193834,1019988.0768877876
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,60 to 64,Female,Cardiovascular diseases,480664.57687044644,468945.2304552167,488930.61068890896
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,60 to 64,Male,Cardiovascular diseases,513979.07791143324,497694.2846669038,533380.2286209945
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,65 to 69,Both,Cardiovascular diseases,1000131.3774092005,979636.4695432899,1030591.349284031
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,65 to 69,Female,Cardiovascular diseases,493138.5339342709,480685.3049106834,505108.62560630497
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,65 to 69,Male,Cardiovascular diseases,503535.7107112403,491279.02819162037,519778.5356666523
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,70 to 74,Both,Cardiovascular diseases,955674.7261789051,927746.5864156832,993180.792661312
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,70 to 74,Female,Cardiovascular diseases,489921.4442379081,474774.6154359429,505852.3664582833
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,70 to 74,Male,Cardiovascular diseases,461172.7020979621,449823.3273847812,471503.08522068243
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,75 to 79,Both,Cardiovascular diseases,823112.2008502608,806152.6432490286,853320.4943125881
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,75 to 79,Female,Cardiovascular diseases,448418.4672924106,431543.84255290416,458332.3897278392
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,75 to 79,Male,Cardiovascular diseases,372594.75865285535,365488.7648468384,382023.0659701971
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,80 to 84,Both,Cardiovascular diseases,608807.0353741844,593825.8936158777,621909.7027253414
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,80 to 84,Female,Cardiovascular diseases,362728.66538706364,354263.0428134097,371054.99542807974
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,80 to 84,Male,Cardiovascular diseases,240688.1291920111,234152.9553886912,249797.36397907996
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,85 to 89,Both,Cardiovascular diseases,343098.93793831527,334990.9261564464,351638.7923649111
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,85 to 89,Female,Cardiovascular diseases,230567.02971088103,224522.18216932938,236801.4793374313
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,85 to 89,Male,Cardiovascular diseases,106453.53554934874,103633.25164565572,110073.77424578264
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,90 to 94,Both,Cardiovascular diseases,162741.66422519938,158900.67273009187,167343.7782569597
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,90 to 94,Female,Cardiovascular diseases,117680.51817086367,114903.6952773224,120512.20427669349
DALYs (Disability-Adjusted Life Years),Number,Japan,2007,90 to 94,Male,Cardiovascular diseases,42626.656073489154,41662.176146352955,43575.15136572237
DALYs (Disability-Adjusted Life Years),Number,Japan,2008,25 to 29,Both,Cardiovascular diseases,340249.1852857825,330173.08623010514,347508.73397864855
DALYs (Disability-Adjusted Life Years),Number,Japan,2008,25 to 29,Female,Cardiovascular diseases,142671.0145556546,139110.06175463522,146717.0136716982
DALYs (Disability-Adjusted Life Years),Number,Japan,2008,25 to 29,Male,Cardiovascular diseases,200324.59122700637,193060.59678882913,205368.62396704883
DALYs (Disability-Adjusted Life Years),Number,Japan,2008,30 to 34,Both,Cardiovascular diseases,500360.020056138,488062.6849763539,513727.9025808871
DALYs (Disability-Adjusted Life Years),Number,Japan,2008,30 to 34,Female,Cardiovascular diseases,215852.34887843067,211016.54591882258,220867.51944870586
DALYs (Disability-Adjusted Life Years),Number,Japan,2008,30 to 34,Male,Cardiovascular diseases,285293.2215087373,277786.0748851668,294070.51016351255
DALYs (Disability-Adjusted Life Years),Number,Japan,2008,35 to 39,Both,Cardiovascular diseases,639725.1201740939,618851.630812417,653703.5470614098
DALYs (Disability-Adjusted Life Years),Number,Japan,2008,35 to 39,Female,Cardiovascular diseases,283073.9821126709,274051.7038593418,288790.38800166076
DALYs (Disability-Adjusted Life Years),Number,Japan,2008,35 to 39,Male,Cardiovascular diseases,354125.802502677,345842.7209225908,362167.0362366977
DALYs (Disability-Adjusted Life Years),Number,Japan,2008,40 to 44,Both,Cardiovascular diseases,646464.8922065657,622181.3830208874,667157.3538433608
