cause,location,sex,year,benchmark_rate,benchmark_lower,benchmark_upper,prev_group,next_group,prev_rate,next_rate,equivalent_age,lower_bound,upper_bound,equivalent_age_numeric,lower_bound_numeric,upper_bound_numeric
Diabetes and kidney diseases,Zimbabwe,Both,2026,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7319.330973296318,8079.6591868065025,56.59,56.41,56.74,56.58501595776904,56.40935378611134,56.744222787343155
Diabetes and kidney diseases,Zimbabwe,Both,2027,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7944.547568837861,8715.385236211221,57.47,57.24,57.64,57.46706852767759,57.23500939566045,57.640689925976886
Diabetes and kidney diseases,Zimbabwe,Both,2028,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7944.547568837861,8715.385236211221,57.47,57.24,57.64,57.46706852767759,57.23500939566045,57.640689925976886
Diabetes and kidney diseases,Zimbabwe,Both,2029,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7944.547568837861,8715.385236211221,57.47,57.24,57.64,57.46706852767759,57.23500939566045,57.640689925976886
Diabetes and kidney diseases,Zimbabwe,Both,2030,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7944.547568837861,8715.385236211221,57.47,57.24,57.64,57.46706852767759,57.23500939566045,57.640689925976886
Diabetes and kidney diseases,Zimbabwe,Both,2031,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7944.547568837861,8715.385236211221,57.47,57.24,57.64,57.46706852767759,57.23500939566045,57.640689925976886
Diabetes and kidney diseases,Zimbabwe,Both,2032,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7808.101465435899,8599.218340350964,58.32,58.05,58.53,58.31745961239951,58.04679981689083,58.53233240042013
Diabetes and kidney diseases,Zimbabwe,Both,2033,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7808.101465435899,8599.218340350964,58.32,58.05,58.53,58.31745961239951,58.04679981689083,58.53233240042013
Diabetes and kidney diseases,Zimbabwe,Both,2034,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7808.101465435899,8599.218340350964,58.32,58.05,58.53,58.31745961239951,58.04679981689083,58.53233240042013
Diabetes and kidney diseases,Zimbabwe,Both,2035,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7808.101465435899,8599.218340350964,58.32,58.05,58.53,58.31745961239951,58.04679981689083,58.53233240042013
Diabetes and kidney diseases,Zimbabwe,Both,2036,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7808.101465435899,8599.218340350964,58.32,58.05,58.53,58.31745961239951,58.04679981689083,58.53233240042013
Diabetes and kidney diseases,Zimbabwe,Both,2037,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7673.830935886289,8480.9315257141825,59.12,58.84,59.37,59.12317671518711,58.838685240569426,59.36698767899535
Diabetes and kidney diseases,Zimbabwe,Both,2038,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7673.830935886289,8480.9315257141825,59.12,58.84,59.37,59.12317671518711,58.838685240569426,59.36698767899535
Diabetes and kidney diseases,Zimbabwe,Both,2039,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7673.830935886289,8480.9315257141825,59.12,58.84,59.37,59.12317671518711,58.838685240569426,59.36698767899535
Diabetes and kidney diseases,Zimbabwe,Both,2040,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7673.830935886289,8480.9315257141825,59.12,58.84,59.37,59.12317671518711,58.838685240569426,59.36698767899535
Diabetes and kidney diseases,Zimbabwe,Female,2022,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7397.241560929603,8151.394687087438,61.11,60.85,61.41,61.106015007450516,60.85423461380137,61.40783546048618
Diabetes and kidney diseases,Zimbabwe,Female,2023,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7397.241560929603,8151.394687087438,61.11,60.85,61.41,61.106015007450516,60.85423461380137,61.40783546048618
Diabetes and kidney diseases,Zimbabwe,Female,2024,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7397.241560929603,8151.394687087438,61.11,60.85,61.41,61.106015007450516,60.85423461380137,61.40783546048618
Diabetes and kidney diseases,Zimbabwe,Female,2025,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7397.241560929603,8151.394687087438,61.11,60.85,61.41,61.106015007450516,60.85423461380137,61.40783546048618
Diabetes and kidney diseases,Zimbabwe,Female,2026,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7397.241560929603,8151.394687087438,61.11,60.85,61.41,61.106015007450516,60.85423461380137,61.40783546048618
Diabetes and kidney diseases,Zimbabwe,Female,2027,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7238.891374577106,8017.034485598042,62.00,61.53,62.41,61.99691500266673,61.52613021916957,62.40715366913153
Diabetes and kidney diseases,Zimbabwe,Female,2028,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7238.891374577106,8017.034485598042,62.00,61.53,62.41,61.99691500266673,61.52613021916957,62.40715366913153
Diabetes and kidney diseases,Zimbabwe,Female,2029,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7238.891374577106,8017.034485598042,62.00,61.53,62.41,61.99691500266673,61.52613021916957,62.40715366913153
Diabetes and kidney diseases,Zimbabwe,Female,2030,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7238.891374577106,8017.034485598042,62.00,61.53,62.41,61.99691500266673,61.52613021916957,62.40715366913153
Diabetes and kidney diseases,Zimbabwe,Female,2031,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7238.891374577106,8017.034485598042,62.00,61.53,62.41,61.99691500266673,61.52613021916957,62.40715366913153
Diabetes and kidney diseases,Zimbabwe,Female,2032,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7881.86337002428,8683.613201271117,62.84,62.39,63.31,62.83998147826123,62.3860306538503,63.30832226297789
Diabetes and kidney diseases,Zimbabwe,Female,2033,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7881.86337002428,8683.613201271117,62.84,62.39,63.31,62.83998147826123,62.3860306538503,63.30832226297789
Diabetes and kidney diseases,Zimbabwe,Female,2034,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7881.86337002428,8683.613201271117,62.84,62.39,63.31,62.83998147826123,62.3860306538503,63.30832226297789
Diabetes and kidney diseases,Zimbabwe,Female,2035,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7881.86337002428,8683.613201271117,62.84,62.39,63.31,62.83998147826123,62.3860306538503,63.30832226297789
Diabetes and kidney diseases,Zimbabwe,Female,2036,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7881.86337002428,8683.613201271117,62.84,62.39,63.31,62.83998147826123,62.3860306538503,63.30832226297789
Diabetes and kidney diseases,Zimbabwe,Female,2037,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7747.037462945769,8575.570963791899,63.63,63.15,64.17,63.62646959050269,63.15014237287551,64.17067006033412
Diabetes and kidney diseases,Zimbabwe,Female,2038,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7747.037462945769,8575.570963791899,63.63,63.15,64.17,63.62646959050269,63.15014237287551,64.17067006033412
Diabetes and kidney diseases,Zimbabwe,Female,2039,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7747.037462945769,8575.570963791899,63.63,63.15,64.17,63.62646959050269,63.15014237287551,64.17067006033412
Diabetes and kidney diseases,Zimbabwe,Female,2040,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7747.037462945769,8575.570963791899,63.63,63.15,64.17,63.62646959050269,63.15014237287551,64.17067006033412
Diabetes and kidney diseases,Zimbabwe,Male,2022,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7952.400472623642,8722.215786377415,52.42,52.10,52.58,52.41668370285525,52.09605561479864,52.579056048631884
Diabetes and kidney diseases,Zimbabwe,Male,2023,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7952.400472623642,8722.215786377415,52.42,52.10,52.58,52.41668370285525,52.09605561479864,52.579056048631884
Diabetes and kidney diseases,Zimbabwe,Male,2024,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7952.400472623642,8722.215786377415,52.42,52.10,52.58,52.41668370285525,52.09605561479864,52.579056048631884
Diabetes and kidney diseases,Zimbabwe,Male,2025,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7952.400472623642,8722.215786377415,52.42,52.10,52.58,52.41668370285525,52.09605561479864,52.579056048631884
Diabetes and kidney diseases,Zimbabwe,Male,2026,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7952.400472623642,8722.215786377415,52.42,52.10,52.58,52.41668370285525,52.09605561479864,52.579056048631884
Diabetes and kidney diseases,Zimbabwe,Male,2027,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7809.5201087410915,8569.623282051229,53.36,53.07,53.59,53.361882638056,53.0691544736371,53.592243693110746
Diabetes and kidney diseases,Zimbabwe,Male,2028,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7809.5201087410915,8569.623282051229,53.36,53.07,53.59,53.361882638056,53.0691544736371,53.592243693110746
Diabetes and kidney diseases,Zimbabwe,Male,2029,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7809.5201087410915,8569.623282051229,53.36,53.07,53.59,53.361882638056,53.0691544736371,53.592243693110746
Diabetes and kidney diseases,Zimbabwe,Male,2030,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7809.5201087410915,8569.623282051229,53.36,53.07,53.59,53.361882638056,53.0691544736371,53.592243693110746
Diabetes and kidney diseases,Zimbabwe,Male,2031,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7809.5201087410915,8569.623282051229,53.36,53.07,53.59,53.361882638056,53.0691544736371,53.592243693110746
Diabetes and kidney diseases,Zimbabwe,Male,2032,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7652.63213373812,8449.708232903817,54.28,53.91,54.56,54.2828575487106,53.909140090544795,54.5627497714505
Diabetes and kidney diseases,Zimbabwe,Male,2033,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7652.63213373812,8449.708232903817,54.28,53.91,54.56,54.2828575487106,53.909140090544795,54.5627497714505
Diabetes and kidney diseases,Zimbabwe,Male,2034,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7652.63213373812,8449.708232903817,54.28,53.91,54.56,54.2828575487106,53.909140090544795,54.5627497714505
Diabetes and kidney diseases,Zimbabwe,Male,2035,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7652.63213373812,8449.708232903817,54.28,53.91,54.56,54.2828575487106,53.909140090544795,54.5627497714505
Diabetes and kidney diseases,Zimbabwe,Male,2036,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7652.63213373812,8449.708232903817,54.28,53.91,54.56,54.2828575487106,53.909140090544795,54.5627497714505
Diabetes and kidney diseases,Zimbabwe,Male,2037,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7521.623536901215,8313.962766431703,55.12,54.66,55.51,55.12322561073762,54.664289588731194,55.50755009716546
Diabetes and kidney diseases,Zimbabwe,Male,2038,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7521.623536901215,8313.962766431703,55.12,54.66,55.51,55.12322561073762,54.664289588731194,55.50755009716546
Diabetes and kidney diseases,Zimbabwe,Male,2039,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7521.623536901215,8313.962766431703,55.12,54.66,55.51,55.12322561073762,54.664289588731194,55.50755009716546
Diabetes and kidney diseases,Zimbabwe,Male,2040,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7521.623536901215,8313.962766431703,55.12,54.66,55.51,55.12322561073762,54.664289588731194,55.50755009716546
