cause,location,sex,age,year,point_estimate,lower,upper
Age-related diseases,Zimbabwe,Male,40 to 44,2033,15852.761264223269,15802.096227619539,15916.400707737415
Age-related diseases,Zimbabwe,Male,45 to 49,2033,17650.551108680524,17531.96797110443,17777.25179166448
Age-related diseases,Zimbabwe,Male,50 to 54,2033,19508.506186305287,19397.683716222477,19608.793913687332
Age-related diseases,Zimbabwe,Male,55 to 59,2033,21346.367320862053,21241.64259458967,21432.788457000694
Age-related diseases,Zimbabwe,Male,60 to 64,2033,23156.59251755791,23047.51870394199,23252.912249901827
Age-related diseases,Zimbabwe,Male,65 to 69,2033,25030.33792980266,24866.64026703968,25118.055809023415
Age-related diseases,Zimbabwe,Male,70 to 74,2033,26818.601597683028,26726.916284143517,26912.284061260194
Age-related diseases,Zimbabwe,Male,75 to 79,2033,28662.1666796648,28533.20874908774,28751.42005702194
Age-related diseases,Zimbabwe,Male,80 to 84,2033,30533.342191373733,30432.30530560017,30665.40597637985
Age-related diseases,Zimbabwe,Male,85 to 89,2033,32364.5263786623,32217.002910749452,32599.389758638317
Age-related diseases,Zimbabwe,Male,90 to 94,2033,34152.990223915156,33661.31776065665,34887.73081150932
Age-related diseases,Zimbabwe,Male,25 to 29,2034,11149.831529395226,11102.375920458164,11194.0944463267
Age-related diseases,Zimbabwe,Male,30 to 34,2034,12713.796631128625,12674.409288281107,12773.448996240411
Age-related diseases,Zimbabwe,Male,35 to 39,2034,14277.84823197692,14237.715972072474,14321.942806111587
Age-related diseases,Zimbabwe,Male,40 to 44,2034,15852.761264223269,15802.096227619539,15916.400707737415
Age-related diseases,Zimbabwe,Male,45 to 49,2034,17650.551108680524,17531.96797110443,17777.25179166448
Age-related diseases,Zimbabwe,Male,50 to 54,2034,19508.506186305287,19397.683716222477,19608.793913687332
Age-related diseases,Zimbabwe,Male,55 to 59,2034,21346.367320862053,21241.64259458967,21432.788457000694
Age-related diseases,Zimbabwe,Male,60 to 64,2034,23156.59251755791,23047.51870394199,23252.912249901827
Age-related diseases,Zimbabwe,Male,65 to 69,2034,25030.33792980266,24866.64026703968,25118.055809023415
Age-related diseases,Zimbabwe,Male,70 to 74,2034,26818.601597683028,26726.916284143517,26912.284061260194
Age-related diseases,Zimbabwe,Male,75 to 79,2034,28662.1666796648,28533.20874908774,28751.42005702194
Age-related diseases,Zimbabwe,Male,80 to 84,2034,30533.342191373733,30432.30530560017,30665.40597637985
Age-related diseases,Zimbabwe,Male,85 to 89,2034,32364.5263786623,32217.002910749452,32599.389758638317
Age-related diseases,Zimbabwe,Male,90 to 94,2034,34152.990223915156,33661.31776065665,34887.73081150932
Age-related diseases,Zimbabwe,Male,25 to 29,2035,11149.831529395226,11102.375920458164,11194.0944463267
Age-related diseases,Zimbabwe,Male,30 to 34,2035,12713.796631128625,12674.409288281107,12773.448996240411
Age-related diseases,Zimbabwe,Male,35 to 39,2035,14277.84823197692,14237.715972072474,14321.942806111587
Age-related diseases,Zimbabwe,Male,40 to 44,2035,15852.761264223269,15802.096227619539,15916.400707737415
Age-related diseases,Zimbabwe,Male,45 to 49,2035,17650.551108680524,17531.96797110443,17777.25179166448
Age-related diseases,Zimbabwe,Male,50 to 54,2035,19508.506186305287,19397.683716222477,19608.793913687332
Age-related diseases,Zimbabwe,Male,55 to 59,2035,21346.367320862053,21241.64259458967,21432.788457000694
Age-related diseases,Zimbabwe,Male,60 to 64,2035,23156.59251755791,23047.51870394199,23252.912249901827
Age-related diseases,Zimbabwe,Male,65 to 69,2035,25030.33792980266,24866.64026703968,25118.055809023415
Age-related diseases,Zimbabwe,Male,70 to 74,2035,26818.601597683028,26726.916284143517,26912.284061260194
Age-related diseases,Zimbabwe,Male,75 to 79,2035,28662.1666796648,28533.20874908774,28751.42005702194
Age-related diseases,Zimbabwe,Male,80 to 84,2035,30533.342191373733,30432.30530560017,30665.40597637985
Age-related diseases,Zimbabwe,Male,85 to 89,2035,32364.5263786623,32217.002910749452,32599.389758638317
Age-related diseases,Zimbabwe,Male,90 to 94,2035,34152.990223915156,33661.31776065665,34887.73081150932
Age-related diseases,Zimbabwe,Male,25 to 29,2036,11149.831529395226,11102.375920458164,11194.0944463267
Age-related diseases,Zimbabwe,Male,30 to 34,2036,12713.796631128625,12674.409288281107,12773.448996240411
Age-related diseases,Zimbabwe,Male,35 to 39,2036,14277.84823197692,14237.715972072474,14321.942806111587
Age-related diseases,Zimbabwe,Male,40 to 44,2036,15852.761264223269,15802.096227619539,15916.400707737415
Age-related diseases,Zimbabwe,Male,45 to 49,2036,17650.551108680524,17531.96797110443,17777.25179166448
Age-related diseases,Zimbabwe,Male,50 to 54,2036,19508.506186305287,19397.683716222477,19608.793913687332
Age-related diseases,Zimbabwe,Male,55 to 59,2036,21346.367320862053,21241.64259458967,21432.788457000694
Age-related diseases,Zimbabwe,Male,60 to 64,2036,23156.59251755791,23047.51870394199,23252.912249901827
Age-related diseases,Zimbabwe,Male,65 to 69,2036,25030.33792980266,24866.64026703968,25118.055809023415
Age-related diseases,Zimbabwe,Male,70 to 74,2036,26818.601597683028,26726.916284143517,26912.284061260194
Age-related diseases,Zimbabwe,Male,75 to 79,2036,28662.1666796648,28533.20874908774,28751.42005702194
Age-related diseases,Zimbabwe,Male,80 to 84,2036,30533.342191373733,30432.30530560017,30665.40597637985
Age-related diseases,Zimbabwe,Male,85 to 89,2036,32364.5263786623,32217.002910749452,32599.389758638317
Age-related diseases,Zimbabwe,Male,90 to 94,2036,34152.990223915156,33661.31776065665,34887.73081150932
Age-related diseases,Zimbabwe,Male,25 to 29,2037,11117.999844303726,11065.287640574195,11167.81138523135
Age-related diseases,Zimbabwe,Male,30 to 34,2037,12678.437359557001,12633.272468444575,12743.782115876693
Age-related diseases,Zimbabwe,Male,35 to 39,2037,14239.045227068706,14196.079501029753,14289.429981728048
Age-related diseases,Zimbabwe,Male,40 to 44,2037,15810.566984722558,15758.292708599874,15878.203155417812
Age-related diseases,Zimbabwe,Male,45 to 49,2037,17404.466530347712,17317.886104041925,17479.349606348136
Age-related diseases,Zimbabwe,Male,50 to 54,2037,19223.338446898506,19054.301456110617,19364.850565241424
Age-related diseases,Zimbabwe,Male,55 to 59,2037,21118.70974319143,21009.325131544603,21234.350176262367
Age-related diseases,Zimbabwe,Male,60 to 64,2037,22971.1351043275,22837.26779195654,23067.731068960376
Age-related diseases,Zimbabwe,Male,65 to 69,2037,24828.33192408859,24677.965952869887,24960.113178590218
Age-related diseases,Zimbabwe,Male,70 to 74,2037,26694.27914675646,26575.23831313155,26768.893379878828
Age-related diseases,Zimbabwe,Male,75 to 79,2037,28531.48758421174,28403.306195245346,28612.91214237037
Age-related diseases,Zimbabwe,Male,80 to 84,2037,30441.01269655043,30327.72692370176,30570.803366015036
Age-related diseases,Zimbabwe,Male,85 to 89,2037,32285.966419348435,32088.836491088812,32545.606171147207
Age-related diseases,Zimbabwe,Male,90 to 94,2037,34105.62229043636,33653.63297524747,34762.138882617204
Age-related diseases,Zimbabwe,Male,25 to 29,2038,11117.999844303726,11065.287640574195,11167.81138523135
Age-related diseases,Zimbabwe,Male,30 to 34,2038,12678.437359557001,12633.272468444575,12743.782115876693
Age-related diseases,Zimbabwe,Male,35 to 39,2038,14239.045227068706,14196.079501029753,14289.429981728048
Age-related diseases,Zimbabwe,Male,40 to 44,2038,15810.566984722558,15758.292708599874,15878.203155417812
Age-related diseases,Zimbabwe,Male,45 to 49,2038,17404.466530347712,17317.886104041925,17479.349606348136
Age-related diseases,Zimbabwe,Male,50 to 54,2038,19223.338446898506,19054.301456110617,19364.850565241424
Age-related diseases,Zimbabwe,Male,55 to 59,2038,21118.70974319143,21009.325131544603,21234.350176262367
Age-related diseases,Zimbabwe,Male,60 to 64,2038,22971.1351043275,22837.26779195654,23067.731068960376
Age-related diseases,Zimbabwe,Male,65 to 69,2038,24828.33192408859,24677.965952869887,24960.113178590218
Age-related diseases,Zimbabwe,Male,70 to 74,2038,26694.27914675646,26575.23831313155,26768.893379878828
Age-related diseases,Zimbabwe,Male,75 to 79,2038,28531.48758421174,28403.306195245346,28612.91214237037
Age-related diseases,Zimbabwe,Male,80 to 84,2038,30441.01269655043,30327.72692370176,30570.803366015036
Age-related diseases,Zimbabwe,Male,85 to 89,2038,32285.966419348435,32088.836491088812,32545.606171147207
Age-related diseases,Zimbabwe,Male,90 to 94,2038,34105.62229043636,33653.63297524747,34762.138882617204
Age-related diseases,Zimbabwe,Male,25 to 29,2039,11117.999844303726,11065.287640574195,11167.81138523135
Age-related diseases,Zimbabwe,Male,30 to 34,2039,12678.437359557001,12633.272468444575,12743.782115876693
Age-related diseases,Zimbabwe,Male,35 to 39,2039,14239.045227068706,14196.079501029753,14289.429981728048
Age-related diseases,Zimbabwe,Male,40 to 44,2039,15810.566984722558,15758.292708599874,15878.203155417812
Age-related diseases,Zimbabwe,Male,45 to 49,2039,17404.466530347712,17317.886104041925,17479.349606348136
Age-related diseases,Zimbabwe,Male,50 to 54,2039,19223.338446898506,19054.301456110617,19364.850565241424
Age-related diseases,Zimbabwe,Male,55 to 59,2039,21118.70974319143,21009.325131544603,21234.350176262367
Age-related diseases,Zimbabwe,Male,60 to 64,2039,22971.1351043275,22837.26779195654,23067.731068960376
Age-related diseases,Zimbabwe,Male,65 to 69,2039,24828.33192408859,24677.965952869887,24960.113178590218
Age-related diseases,Zimbabwe,Male,70 to 74,2039,26694.27914675646,26575.23831313155,26768.893379878828
Age-related diseases,Zimbabwe,Male,75 to 79,2039,28531.48758421174,28403.306195245346,28612.91214237037
Age-related diseases,Zimbabwe,Male,80 to 84,2039,30441.01269655043,30327.72692370176,30570.803366015036
Age-related diseases,Zimbabwe,Male,85 to 89,2039,32285.966419348435,32088.836491088812,32545.606171147207
Age-related diseases,Zimbabwe,Male,90 to 94,2039,34105.62229043636,33653.63297524747,34762.138882617204
Age-related diseases,Zimbabwe,Male,25 to 29,2040,11117.999844303726,11065.287640574195,11167.81138523135
Age-related diseases,Zimbabwe,Male,30 to 34,2040,12678.437359557001,12633.272468444575,12743.782115876693
Age-related diseases,Zimbabwe,Male,35 to 39,2040,14239.045227068706,14196.079501029753,14289.429981728048
Age-related diseases,Zimbabwe,Male,40 to 44,2040,15810.566984722558,15758.292708599874,15878.203155417812
Age-related diseases,Zimbabwe,Male,45 to 49,2040,17404.466530347712,17317.886104041925,17479.349606348136
Age-related diseases,Zimbabwe,Male,50 to 54,2040,19223.338446898506,19054.301456110617,19364.850565241424
Age-related diseases,Zimbabwe,Male,55 to 59,2040,21118.70974319143,21009.325131544603,21234.350176262367
Age-related diseases,Zimbabwe,Male,60 to 64,2040,22971.1351043275,22837.26779195654,23067.731068960376
Age-related diseases,Zimbabwe,Male,65 to 69,2040,24828.33192408859,24677.965952869887,24960.113178590218
Age-related diseases,Zimbabwe,Male,70 to 74,2040,26694.27914675646,26575.23831313155,26768.893379878828
Age-related diseases,Zimbabwe,Male,75 to 79,2040,28531.48758421174,28403.306195245346,28612.91214237037
Age-related diseases,Zimbabwe,Male,80 to 84,2040,30441.01269655043,30327.72692370176,30570.803366015036
Age-related diseases,Zimbabwe,Male,85 to 89,2040,32285.966419348435,32088.836491088812,32545.606171147207
Age-related diseases,Zimbabwe,Male,90 to 94,2040,34105.62229043636,33653.63297524747,34762.138882617204
Cardiovascular diseases,Demo region,Both,25 to 29,2022,4388.031218473034,4382.921164291737,4394.926240791362
Cardiovascular diseases,Demo region,Both,30 to 34,2022,5221.9139937967475,5213.045337813036,5229.298843151284
Cardiovascular diseases,Demo region,Both,35 to 39,2022,6225.455620035721,6216.304231683631,6232.249086546387
Cardiovascular diseases,Demo region,Both,40 to 44,2022,7177.132136945315,7167.286767789303,7186.16534608806
Cardiovascular diseases,Demo region,Both,45 to 49,2022,8120.460037733187,8115.74739812596,8125.347989000269
Cardiovascular diseases,Demo region,Both,50 to 54,2022,9141.294115233111,9137.52461098885,9145.327970796267
Cardiovascular diseases,Demo region,Both,55 to 59,2022,10170.720583648525,10162.129899158654,10176.416183597034
Cardiovascular diseases,Demo region,Both,60 to 64,2022,11190.004540194514,11181.508231412017,11195.601311383307
Cardiovascular diseases,Demo region,Both,65 to 69,2022,12223.828189650303,12216.266355028136,12231.661056523868
Cardiovascular diseases,Demo region,Both,70 to 74,2022,13237.0301498022,13233.371084130964,13242.831123203045
Cardiovascular diseases,Demo region,Both,75 to 79,2022,14268.724060117307,14261.48671091703,14275.390272022676
Cardiovascular diseases,Demo region,Both,80 to 84,2022,15293.170752157663,15286.86496722558,15299.664204164645
Cardiovascular diseases,Demo region,Both,85 to 89,2022,16323.45965167342,16310.948768968343,16334.55926028179
Cardiovascular diseases,Demo region,Both,90 to 94,2022,17342.8774302728,17335.626661296996,17357.22277834909
Cardiovascular diseases,Demo region,Both,25 to 29,2023,4401.720056565549,4396.579944265224,4408.700069989894
Cardiovascular diseases,Demo region,Both,30 to 34,2023,5230.123391998999,5221.2031844195135,5237.576801872012
Cardiovascular diseases,Demo region,Both,35 to 39,2023,6226.51543343208,6217.357904339861,6233.313180717299
Cardiovascular diseases,Demo region,Both,40 to 44,2023,7197.620552026134,7187.611162679996,7206.756533524536
Cardiovascular diseases,Demo region,Both,45 to 49,2023,8132.704484317579,8127.92226556737,8137.705025452649
Cardiovascular diseases,Demo region,Both,50 to 54,2023,9145.734504995966,9141.929493392166,9149.799639168858
Cardiovascular diseases,Demo region,Both,55 to 59,2023,10171.793431395927,10163.188527749271,10177.499530280691
Cardiovascular diseases,Demo region,Both,60 to 64,2023,11188.148012436424,11179.686858411718,11193.698655774404
Cardiovascular diseases,Demo region,Both,65 to 69,2023,12224.321913044014,12216.752681445409,12232.16779995439
Cardiovascular diseases,Demo region,Both,70 to 74,2023,13241.37822881204,13237.609877152581,13247.284509341212
Cardiovascular diseases,Demo region,Both,75 to 79,2023,14267.615873354,14260.401423454397,14274.268052020454
Cardiovascular diseases,Demo region,Both,80 to 84,2023,15293.4385663146,15287.128396156366,15299.942785757847
Cardiovascular diseases,Demo region,Both,85 to 89,2023,16323.340672796103,16310.836513365073,16334.433949620558
Cardiovascular diseases,Demo region,Both,90 to 94,2023,17342.317804556424,17335.100215906416,17356.597604454975
Cardiovascular diseases,Demo region,Both,25 to 29,2024,4418.849203490448,4413.671478798653,4425.935568172103
Cardiovascular diseases,Demo region,Both,30 to 34,2024,5239.41530009014,5230.436743204396,5246.946311027283
Cardiovascular diseases,Demo region,Both,35 to 39,2024,6226.84843387779,6217.688975324023,6233.64752621096
Cardiovascular diseases,Demo region,Both,40 to 44,2024,7216.863219959984,7206.699783263645,7226.09572499644
Cardiovascular diseases,Demo region,Both,45 to 49,2024,8146.227096763534,8141.368035684983,8151.351980729431
Cardiovascular diseases,Demo region,Both,50 to 54,2024,9150.450589695345,9146.607866150933,9154.548944504413
Cardiovascular diseases,Demo region,Both,55 to 59,2024,10174.644015210448,10166.001330901736,10180.378010036482
Cardiovascular diseases,Demo region,Both,60 to 64,2024,11186.92365408849,11178.48568421548,11192.443876648236
Cardiovascular diseases,Demo region,Both,65 to 69,2024,12223.853535942015,12216.291321581062,12231.687071225577
Cardiovascular diseases,Demo region,Both,70 to 74,2024,13246.27331164587,13242.381925431677,13252.298147315134
Cardiovascular diseases,Demo region,Both,75 to 79,2024,14267.154475457124,14259.949559771001,14273.800811329626
Cardiovascular diseases,Demo region,Both,80 to 84,2024,15293.992271529565,15287.673034925341,15300.518752625
Cardiovascular diseases,Demo region,Both,85 to 89,2024,16323.761226220737,16311.233302101475,16334.876883937242
Cardiovascular diseases,Demo region,Both,90 to 94,2024,17341.947307946335,17334.75168611785,17356.183712094946
Cardiovascular diseases,Demo region,Both,25 to 29,2025,4437.734938960197,4432.515744738203,4444.938561186621
Cardiovascular diseases,Demo region,Both,30 to 34,2025,5248.767729218522,5239.730442979655,5256.376846659242
Cardiovascular diseases,Demo region,Both,35 to 39,2025,6228.151241821975,6218.9842345761,6234.955596427839
Cardiovascular diseases,Demo region,Both,40 to 44,2025,7232.005083104511,7221.720428087378,7241.3135415486995
Cardiovascular diseases,Demo region,Both,45 to 49,2025,8161.084438941299,8156.140950924499,8166.345938815715
Cardiovascular diseases,Demo region,Both,50 to 54,2025,9156.645848754353,9152.753585123915,9160.787843671764
Cardiovascular diseases,Demo region,Both,55 to 59,2025,10178.320399953174,10169.628990099593,10184.090372045463
